school_name,grade,average_math_level,average_ela_level,district,lat,long,city,zip,grade_low,grade_high,econ_need_index,perc_ell,perc_asian,perc_black,perc_hispanic,perc_white,perc_attendance,perc_chron_absent,perc_rigorous_instruction,perc_collaborative_teachers,perc_supportive_environment,perc_effective_leadership,perc_community_ties,perc_trust,grades,n_grades,in_manhattan
South Bronx Preparatory: A College Board School,8,1.8979591836734695,2.2244897959183674,7,40.813612,-73.920851,BRONX,10454,06,12,0.872,8,1,24,72,2,93,20,89,92,89,87,74,91,"06,07,08,09,10,11,12",7,No
P.S. 277,3,2.343283582089552,2.283582089552239,7,40.813385,-73.913872,BRONX,10455,PK,05,0.928,16,0,23,74,1,93,22,90,90,89,84,87,93,"PK,0K,01,02,03,04,05",7,No
P.S. 277,4,2.3157894736842106,2.263157894736842,7,40.813385,-73.913872,BRONX,10455,PK,05,0.928,16,0,23,74,1,93,22,90,90,89,84,87,93,"PK,0K,01,02,03,04,05",7,No
P.S. 277,5,1.9393939393939394,1.8181818181818181,7,40.813385,-73.913872,BRONX,10455,PK,05,0.928,16,0,23,74,1,93,22,90,90,89,84,87,93,"PK,0K,01,02,03,04,05",7,No
South Bronx Academy for Applied Media,6,1.6774193548387097,1.6555555555555554,7,40.818703,-73.905389,BRONX,10456,06,08,0.908,12,1,34,63,1,89,38,78,75,82,71,71,83,"06,07,08",3,No
South Bronx Academy for Applied Media,7,1.5096153846153846,1.881188118811881,7,40.818703,-73.905389,BRONX,10456,06,08,0.908,12,1,34,63,1,89,38,78,75,82,71,71,83,"06,07,08",3,No
South Bronx Academy for Applied Media,8,1.275229357798165,1.81651376146789,7,40.818703,-73.905389,BRONX,10456,06,08,0.908,12,1,34,63,1,89,38,78,75,82,71,71,83,"06,07,08",3,No
Academy of Public Relations,6,1.644736842105263,1.6842105263157894,7,40.818703,-73.905389,BRONX,10456,06,08,0.882,23,0,26,72,1,90,37,82,92,75,92,75,91,"06,07,08",3,No
Academy of Public Relations,7,1.2727272727272727,1.471264367816092,7,40.818703,-73.905389,BRONX,10456,06,08,0.882,23,0,26,72,1,90,37,82,92,75,92,75,91,"06,07,08",3,No
Academy of Public Relations,8,1.3118279569892473,1.8869565217391304,7,40.818703,-73.905389,BRONX,10456,06,08,0.882,23,0,26,72,1,90,37,82,92,75,92,75,91,"06,07,08",3,No
Academy of Applied Mathematics and Technology,6,2.1052631578947367,2.0319148936170213,7,40.810314,-73.918774,BRONX,10454,06,08,0.885,10,1,26,72,1,92,29,90,88,87,88,79,91,"06,07,08",3,No
Academy of Applied Mathematics and Technology,7,2.392156862745098,2.235294117647059,7,40.810314,-73.918774,BRONX,10454,06,08,0.885,10,1,26,72,1,92,29,90,88,87,88,79,91,"06,07,08",3,No
Academy of Applied Mathematics and Technology,8,1.9696969696969697,2.4842105263157896,7,40.810314,-73.918774,BRONX,10454,06,08,0.885,10,1,26,72,1,92,29,90,88,87,88,79,91,"06,07,08",3,No
Young Leaders Elementary School,3,1.4864864864864864,1.75,7,40.80908,-73.919773,BRONX,10454,PK,05,0.923,47,0,18,81,1,92,30,75,86,83,81,88,90,"PK,0K,01,02,03,04,05",7,No
Young Leaders Elementary School,4,1.4583333333333333,1.565217391304348,7,40.80908,-73.919773,BRONX,10454,PK,05,0.923,47,0,18,81,1,92,30,75,86,83,81,88,90,"PK,0K,01,02,03,04,05",7,No
Young Leaders Elementary School,5,1.3428571428571427,1.3428571428571427,7,40.80908,-73.919773,BRONX,10454,PK,05,0.923,47,0,18,81,1,92,30,75,86,83,81,88,90,"PK,0K,01,02,03,04,05",7,No
Hostos-Lincoln Academy of Science,6,1.8936170212765957,2.0,7,40.814857,-73.912038,BRONX,10455,06,12,0.799,5,3,18,76,1,93,20,83,79,76,71,77,86,"06,07,08,09,10,11,12",7,No
Hostos-Lincoln Academy of Science,7,1.3559322033898304,1.6833333333333333,7,40.814857,-73.912038,BRONX,10455,06,12,0.799,5,3,18,76,1,93,20,83,79,76,71,77,86,"06,07,08,09,10,11,12",7,No
Hostos-Lincoln Academy of Science,8,1.3181818181818181,2.017543859649123,7,40.814857,-73.912038,BRONX,10455,06,12,0.799,5,3,18,76,1,93,20,83,79,76,71,77,86,"06,07,08,09,10,11,12",7,No
The Urban Assembly Bronx Academy of Letters,6,1.5324675324675325,1.6666666666666667,7,40.813681,-73.925995,BRONX,10451,06,SE,0.882,14,1,30,67,2,90,33,80,79,76,72,77,83,"06,07,08,09,10,11,12,SE",8,No
The Urban Assembly Bronx Academy of Letters,7,1.3580246913580247,1.5853658536585367,7,40.813681,-73.925995,BRONX,10451,06,SE,0.882,14,1,30,67,2,90,33,80,79,76,72,77,83,"06,07,08,09,10,11,12,SE",8,No
The Urban Assembly Bronx Academy of Letters,8,1.2,1.711111111111111,7,40.813681,-73.925995,BRONX,10451,06,SE,0.882,14,1,30,67,2,90,33,80,79,76,72,77,83,"06,07,08,09,10,11,12,SE",8,No
P.S. X014 Senator John Calandra,3,2.3555555555555556,2.340909090909091,8,40.835318,-73.826277,BRONX,10461,0K,05,0.498,5,4,6,65,24,93,22,94,96,98,91,84,97,"0K,01,02,03,04,05",6,No
P.S. X014 Senator John Calandra,4,2.0729166666666665,2.4105263157894736,8,40.835318,-73.826277,BRONX,10461,0K,05,0.498,5,4,6,65,24,93,22,94,96,98,91,84,97,"0K,01,02,03,04,05",6,No
P.S. X014 Senator John Calandra,5,2.173076923076923,2.4411764705882355,8,40.835318,-73.826277,BRONX,10461,0K,05,0.498,5,4,6,65,24,93,22,94,96,98,91,84,97,"0K,01,02,03,04,05",6,No
P.S. 036 Unionport,3,2.1848739495798317,1.9043478260869566,8,40.82948,-73.849791,BRONX,10472,PK,05,0.779,15,19,11,64,3,93,24,94,95,96,86,87,96,"PK,0K,01,02,03,04,05",7,No
P.S. 036 Unionport,4,2.1359223300970873,2.061224489795918,8,40.82948,-73.849791,BRONX,10472,PK,05,0.779,15,19,11,64,3,93,24,94,95,96,86,87,96,"PK,0K,01,02,03,04,05",7,No
P.S. 036 Unionport,5,2.2735849056603774,2.1650485436893203,8,40.82948,-73.849791,BRONX,10472,PK,05,0.779,15,19,11,64,3,93,24,94,95,96,86,87,96,"PK,0K,01,02,03,04,05",7,No
P.S. 048 Joseph R. Drake,3,1.5833333333333333,1.6310679611650485,8,40.814034,-73.886834,BRONX,10474,PK,05,0.922,18,1,26,71,1,92,31,88,84,86,68,77,84,"PK,0K,01,02,03,04,05",7,No
P.S. 048 Joseph R. Drake,4,1.7459016393442623,1.829059829059829,8,40.814034,-73.886834,BRONX,10474,PK,05,0.922,18,1,26,71,1,92,31,88,84,86,68,77,84,"PK,0K,01,02,03,04,05",7,No
P.S. 048 Joseph R. Drake,5,1.4210526315789473,1.5483870967741935,8,40.814034,-73.886834,BRONX,10474,PK,05,0.922,18,1,26,71,1,92,31,88,84,86,68,77,84,"PK,0K,01,02,03,04,05",7,No
P.S. 062 Inocensio Casanova,3,2.150943396226415,2.080808080808081,8,40.813736,-73.900161,BRONX,10455,PK,05,0.896,11,0,20,77,3,91,35,89,94,92,86,85,95,"PK,0K,01,02,03,04,05",7,No
P.S. 062 Inocensio Casanova,4,1.9428571428571428,1.7156862745098038,8,40.813736,-73.900161,BRONX,10455,PK,05,0.896,11,0,20,77,3,91,35,89,94,92,86,85,95,"PK,0K,01,02,03,04,05",7,No
P.S. 062 Inocensio Casanova,5,1.8571428571428572,1.798165137614679,8,40.813736,-73.900161,BRONX,10455,PK,05,0.896,11,0,20,77,3,91,35,89,94,92,86,85,95,"PK,0K,01,02,03,04,05",7,No
P.S. 069 Journey Prep School,3,2.6625,2.5822784810126582,8,40.8167,-73.86046,BRONX,10473,PK,05,0.751,8,2,16,80,1,93,22,94,86,92,79,81,88,"PK,0K,01,02,03,04,05",7,No
P.S. 069 Journey Prep School,4,2.4878048780487805,2.4216867469879517,8,40.8167,-73.86046,BRONX,10473,PK,05,0.751,8,2,16,80,1,93,22,94,86,92,79,81,88,"PK,0K,01,02,03,04,05",7,No
P.S. 069 Journey Prep School,5,2.3043478260869565,2.0,8,40.8167,-73.86046,BRONX,10473,PK,05,0.751,8,2,16,80,1,93,22,94,86,92,79,81,88,"PK,0K,01,02,03,04,05",7,No
P.S. 071 Rose E. Scala,3,2.074074074074074,2.2111111111111112,8,40.845379,-73.829562,BRONX,10461,PK,08,0.511,7,7,4,62,26,93,22,93,93,86,91,79,93,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 071 Rose E. Scala,4,2.4207920792079207,2.3556701030927836,8,40.845379,-73.829562,BRONX,10461,PK,08,0.511,7,7,4,62,26,93,22,93,93,86,91,79,93,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 071 Rose E. Scala,5,2.3351351351351353,2.283422459893048,8,40.845379,-73.829562,BRONX,10461,PK,08,0.511,7,7,4,62,26,93,22,93,93,86,91,79,93,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 071 Rose E. Scala,6,2.938202247191011,2.386740331491713,8,40.845379,-73.829562,BRONX,10461,PK,08,0.511,7,7,4,62,26,93,22,93,93,86,91,79,93,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 071 Rose E. Scala,7,2.2055555555555557,2.259259259259259,8,40.845379,-73.829562,BRONX,10461,PK,08,0.511,7,7,4,62,26,93,22,93,93,86,91,79,93,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 071 Rose E. Scala,8,2.60625,2.587878787878788,8,40.845379,-73.829562,BRONX,10461,PK,08,0.511,7,7,4,62,26,93,22,93,93,86,91,79,93,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 072 Dr. William Dorney,3,1.7545454545454546,1.9074074074074074,8,40.823237,-73.818172,BRONX,10465,PK,SE,0.761,5,3,19,72,5,91,35,91,87,89,79,83,91,"PK,0K,01,02,03,04,05,SE",8,No
P.S. 072 Dr. William Dorney,4,2.017699115044248,2.2203389830508473,8,40.823237,-73.818172,BRONX,10465,PK,SE,0.761,5,3,19,72,5,91,35,91,87,89,79,83,91,"PK,0K,01,02,03,04,05,SE",8,No
P.S. 072 Dr. William Dorney,5,1.796875,1.90625,8,40.823237,-73.818172,BRONX,10465,PK,SE,0.761,5,3,19,72,5,91,35,91,87,89,79,83,91,"PK,0K,01,02,03,04,05,SE",8,No
P.S. 75 School of Research and Discovery,3,1.935483870967742,1.7826086956521738,8,40.822314,-73.888948,BRONX,10459,PK,05,0.922,13,1,26,71,1,91,36,93,92,91,83,80,93,"PK,0K,01,02,03,04,05",7,No
P.S. 75 School of Research and Discovery,4,1.8444444444444446,1.9887640449438202,8,40.822314,-73.888948,BRONX,10459,PK,05,0.922,13,1,26,71,1,91,36,93,92,91,83,80,93,"PK,0K,01,02,03,04,05",7,No
P.S. 75 School of Research and Discovery,5,1.6896551724137931,1.7294117647058824,8,40.822314,-73.888948,BRONX,10459,PK,05,0.922,13,1,26,71,1,91,36,93,92,91,83,80,93,"PK,0K,01,02,03,04,05",7,No
P.S. 093 Albert G. Oliver,3,1.7307692307692308,1.7959183673469388,8,40.822522,-73.877274,BRONX,10473,PK,05,0.667,9,0,57,40,2,93,28,96,95,95,87,93,96,"PK,0K,01,02,03,04,05",7,No
P.S. 093 Albert G. Oliver,4,1.8571428571428572,2.2439024390243905,8,40.822522,-73.877274,BRONX,10473,PK,05,0.667,9,0,57,40,2,93,28,96,95,95,87,93,96,"PK,0K,01,02,03,04,05",7,No
P.S. 093 Albert G. Oliver,5,1.5666666666666667,1.6440677966101696,8,40.822522,-73.877274,BRONX,10473,PK,05,0.667,9,0,57,40,2,93,28,96,95,95,87,93,96,"PK,0K,01,02,03,04,05",7,No
P.S. 100 Isaac Clason,3,1.4505494505494505,1.8666666666666667,8,40.822552,-73.86276,BRONX,10473,PK,05,0.86,5,1,33,64,1,92,30,94,95,91,91,82,95,"PK,0K,01,02,03,04,05",7,No
P.S. 100 Isaac Clason,4,1.5747126436781609,2.0,8,40.822552,-73.86276,BRONX,10473,PK,05,0.86,5,1,33,64,1,92,30,94,95,91,91,82,95,"PK,0K,01,02,03,04,05",7,No
P.S. 100 Isaac Clason,5,1.81,1.898989898989899,8,40.822552,-73.86276,BRONX,10473,PK,05,0.86,5,1,33,64,1,92,30,94,95,91,91,82,95,"PK,0K,01,02,03,04,05",7,No
M.S. X101 Edward R. Byrne,6,2.384105960264901,2.4901960784313726,8,40.82708,-73.829211,BRONX,10465,06,08,0.489,1,14,10,56,20,95,15,89,86,88,85,73,89,"06,07,08",3,No
M.S. X101 Edward R. Byrne,7,2.0326797385620914,2.7254901960784315,8,40.82708,-73.829211,BRONX,10465,06,08,0.489,1,14,10,56,20,95,15,89,86,88,85,73,89,"06,07,08",3,No
M.S. X101 Edward R. Byrne,8,2.0069444444444446,2.62,8,40.82708,-73.829211,BRONX,10465,06,08,0.489,1,14,10,56,20,95,15,89,86,88,85,73,89,"06,07,08",3,No
P.S. 107,3,1.876543209876543,1.9487179487179487,8,40.819221,-73.868735,BRONX,10473,PK,05,0.913,9,1,32,64,3,90,43,95,93,92,84,83,92,"PK,0K,01,02,03,04,05",7,No
P.S. 107,4,1.646341463414634,2.024390243902439,8,40.819221,-73.868735,BRONX,10473,PK,05,0.913,9,1,32,64,3,90,43,95,93,92,84,83,92,"PK,0K,01,02,03,04,05",7,No
P.S. 107,5,1.4936708860759493,1.6883116883116882,8,40.819221,-73.868735,BRONX,10473,PK,05,0.913,9,1,32,64,3,90,43,95,93,92,84,83,92,"PK,0K,01,02,03,04,05",7,No
J.H.S. 123 James M. Kieran,6,1.3783783783783783,1.5223880597014925,8,40.824989,-73.874162,BRONX,10472,06,08,0.876,25,1,21,78,0,91,28,67,64,78,53,71,69,"06,07,08",3,No
J.H.S. 123 James M. Kieran,7,1.4464285714285714,1.6574074074074074,8,40.824989,-73.874162,BRONX,10472,06,08,0.876,25,1,21,78,0,91,28,67,64,78,53,71,69,"06,07,08",3,No
J.H.S. 123 James M. Kieran,8,1.4262295081967213,1.9557522123893805,8,40.824989,-73.874162,BRONX,10472,06,08,0.876,25,1,21,78,0,91,28,67,64,78,53,71,69,"06,07,08",3,No
J.H.S. 125 Henry Hudson,6,1.8865979381443299,1.7126436781609196,8,40.829153,-73.857882,BRONX,10472,06,08,0.821,23,20,17,54,7,90,33,89,86,84,77,78,89,"06,07,08",3,No
J.H.S. 125 Henry Hudson,7,1.5363636363636364,1.8686868686868687,8,40.829153,-73.857882,BRONX,10472,06,08,0.821,23,20,17,54,7,90,33,89,86,84,77,78,89,"06,07,08",3,No
J.H.S. 125 Henry Hudson,8,1.25,1.9189189189189189,8,40.829153,-73.857882,BRONX,10472,06,08,0.821,23,20,17,54,7,90,33,89,86,84,77,78,89,"06,07,08",3,No
P.S. 130 Abram Stevens Hewitt,3,1.7804878048780488,1.5679012345679013,8,40.817742,-73.901709,BRONX,10455,PK,05,0.872,23,2,23,73,2,92,27,95,92,93,85,86,95,"PK,0K,01,02,03,04,05",7,No
P.S. 130 Abram Stevens Hewitt,4,2.0641025641025643,1.8181818181818181,8,40.817742,-73.901709,BRONX,10455,PK,05,0.872,23,2,23,73,2,92,27,95,92,93,85,86,95,"PK,0K,01,02,03,04,05",7,No
P.S. 130 Abram Stevens Hewitt,5,1.619718309859155,1.4857142857142858,8,40.817742,-73.901709,BRONX,10455,PK,05,0.872,23,2,23,73,2,92,27,95,92,93,85,86,95,"PK,0K,01,02,03,04,05",7,No
J.H.S. 131 Albert Einstein,6,1.6125,1.6666666666666667,8,40.822925,-73.859998,BRONX,10473,06,08,0.812,8,3,35,60,1,90,34,79,90,78,84,74,87,"06,07,08",3,No
J.H.S. 131 Albert Einstein,7,1.2183098591549295,1.5785714285714285,8,40.822925,-73.859998,BRONX,10473,06,08,0.812,8,3,35,60,1,90,34,79,90,78,84,74,87,"06,07,08",3,No
J.H.S. 131 Albert Einstein,8,1.2848837209302326,1.805,8,40.822925,-73.859998,BRONX,10473,06,08,0.812,8,3,35,60,1,90,34,79,90,78,84,74,87,"06,07,08",3,No
P.S. 138 Samuel Randall,3,2.037878787878788,1.946969696969697,8,40.822288,-73.853157,BRONX,10473,PK,05,0.851,4,2,26,70,1,89,42,94,97,92,86,81,95,"PK,0K,01,02,03,04,05",7,No
P.S. 138 Samuel Randall,4,1.986013986013986,2.027972027972028,8,40.822288,-73.853157,BRONX,10473,PK,05,0.851,4,2,26,70,1,89,42,94,97,92,86,81,95,"PK,0K,01,02,03,04,05",7,No
P.S. 138 Samuel Randall,5,1.9090909090909092,1.702970297029703,8,40.822288,-73.853157,BRONX,10473,PK,05,0.851,4,2,26,70,1,89,42,94,97,92,86,81,95,"PK,0K,01,02,03,04,05",7,No
P.S. X140 The Eagle School,3,2.0120481927710845,1.8588235294117648,8,40.823318,-73.907489,BRONX,10456,PK,05,0.875,11,0,35,61,2,90,40,88,82,87,76,84,88,"PK,0K,01,02,03,04,05",7,No
P.S. X140 The Eagle School,4,1.7789473684210526,1.9787234042553192,8,40.823318,-73.907489,BRONX,10456,PK,05,0.875,11,0,35,61,2,90,40,88,82,87,76,84,88,"PK,0K,01,02,03,04,05",7,No
P.S. X140 The Eagle School,5,1.64,1.69,8,40.823318,-73.907489,BRONX,10456,PK,05,0.875,11,0,35,61,2,90,40,88,82,87,76,84,88,"PK,0K,01,02,03,04,05",7,No
P.S. 146 Edward Collins,3,2.238095238095238,2.076923076923077,8,40.824717,-73.905734,BRONX,10456,PK,05,0.911,13,1,42,55,0,91,36,95,90,92,82,83,89,"PK,0K,01,02,03,04,05",7,No
P.S. 146 Edward Collins,4,1.9555555555555555,1.8372093023255813,8,40.824717,-73.905734,BRONX,10456,PK,05,0.911,13,1,42,55,0,91,36,95,90,92,82,83,89,"PK,0K,01,02,03,04,05",7,No
P.S. 146 Edward Collins,5,2.0952380952380953,1.8780487804878048,8,40.824717,-73.905734,BRONX,10456,PK,05,0.911,13,1,42,55,0,91,36,95,90,92,82,83,89,"PK,0K,01,02,03,04,05",7,No
P.S. 152 Evergreen,3,1.921259842519685,1.7096774193548387,8,40.823941,-73.880479,BRONX,10472,PK,SE,0.913,26,1,18,78,1,91,35,80,83,89,73,83,85,"PK,0K,01,02,03,04,05,SE",8,No
P.S. 152 Evergreen,4,1.8461538461538463,1.8873239436619718,8,40.823941,-73.880479,BRONX,10472,PK,SE,0.913,26,1,18,78,1,91,35,80,83,89,73,83,85,"PK,0K,01,02,03,04,05,SE",8,No
P.S. 152 Evergreen,5,1.7591240875912408,1.849624060150376,8,40.823941,-73.880479,BRONX,10472,PK,SE,0.913,26,1,18,78,1,91,35,80,83,89,73,83,85,"PK,0K,01,02,03,04,05,SE",8,No
P.S. 182,3,2.100591715976331,2.059880239520958,8,40.818925,-73.856976,BRONX,10473,PK,05,0.73,4,8,28,62,2,92,32,85,75,82,59,80,82,"PK,0K,01,02,03,04,05",7,No
P.S. 182,4,2.366013071895425,2.4,8,40.818925,-73.856976,BRONX,10473,PK,05,0.73,4,8,28,62,2,92,32,85,75,82,59,80,82,"PK,0K,01,02,03,04,05",7,No
P.S. 182,5,1.9371069182389937,1.8354430379746836,8,40.818925,-73.856976,BRONX,10473,PK,05,0.73,4,8,28,62,2,92,32,85,75,82,59,80,82,"PK,0K,01,02,03,04,05",7,No
Bronx Studio School for Writers and Artists,6,1.4594594594594594,1.6233766233766234,8,40.820388,-73.892961,BRONX,10459,06,12,0.853,14,1,22,76,1,92,29,81,84,79,82,75,91,"06,07,08,09,10,11,12",7,No
Bronx Studio School for Writers and Artists,7,1.5121951219512195,1.9156626506024097,8,40.820388,-73.892961,BRONX,10459,06,12,0.853,14,1,22,76,1,92,29,81,84,79,82,75,91,"06,07,08,09,10,11,12",7,No
Bronx Studio School for Writers and Artists,8,1.4230769230769231,1.92,8,40.820388,-73.892961,BRONX,10459,06,12,0.853,14,1,22,76,1,92,29,81,84,79,82,75,91,"06,07,08,09,10,11,12",7,No
M.S. 301 Paul L. Dunbar,6,1.5416666666666667,1.4,8,40.822291,-73.906739,BRONX,10456,06,08,0.823,22,0,41,57,1,88,45,84,89,87,85,80,92,"06,07,08",3,No
M.S. 301 Paul L. Dunbar,7,1.3015873015873016,1.360655737704918,8,40.822291,-73.906739,BRONX,10456,06,08,0.823,22,0,41,57,1,88,45,84,89,87,85,80,92,"06,07,08",3,No
M.S. 301 Paul L. Dunbar,8,1.2876712328767124,1.6119402985074627,8,40.822291,-73.906739,BRONX,10456,06,08,0.823,22,0,41,57,1,88,45,84,89,87,85,80,92,"06,07,08",3,No
M.S. 302 Luisa Dessus Cruz,6,1.7837837837837838,1.7222222222222223,8,40.816078,-73.901599,BRONX,10455,06,08,0.906,25,1,20,77,1,87,48,82,84,95,76,77,92,"06,07,08",3,No
M.S. 302 Luisa Dessus Cruz,7,1.6209150326797386,1.8657718120805369,8,40.816078,-73.901599,BRONX,10455,06,08,0.906,25,1,20,77,1,87,48,82,84,95,76,77,92,"06,07,08",3,No
M.S. 302 Luisa Dessus Cruz,8,1.6097560975609757,1.9565217391304348,8,40.816078,-73.901599,BRONX,10455,06,08,0.906,25,1,20,77,1,87,48,82,84,95,76,77,92,"06,07,08",3,No
P.S. 304 Early Childhood School,3,2.5934065934065935,2.577777777777778,8,40.82708,-73.829211,BRONX,10465,PK,05,0.388,1,7,5,59,27,95,13,90,94,96,86,90,98,"PK,0K,01,02,03,04,05",7,No
P.S. 304 Early Childhood School,4,2.810810810810811,2.9594594594594597,8,40.82708,-73.829211,BRONX,10465,PK,05,0.388,1,7,5,59,27,95,13,90,94,96,86,90,98,"PK,0K,01,02,03,04,05",7,No
P.S. 304 Early Childhood School,5,2.63855421686747,2.602409638554217,8,40.82708,-73.829211,BRONX,10465,PK,05,0.388,1,7,5,59,27,95,13,90,94,96,86,90,98,"PK,0K,01,02,03,04,05",7,No
The School for Inquiry and Social Justice,6,2.3624161073825505,2.0472972972972974,8,40.824989,-73.874162,BRONX,10472,06,08,0.781,9,4,28,68,1,93,20,97,97,86,96,80,94,"06,07,08",3,No
The School for Inquiry and Social Justice,7,2.5491329479768785,2.377906976744186,8,40.824989,-73.874162,BRONX,10472,06,08,0.781,9,4,28,68,1,93,20,97,97,86,96,80,94,"06,07,08",3,No
The School for Inquiry and Social Justice,8,2.2555555555555555,2.4615384615384617,8,40.824989,-73.874162,BRONX,10472,06,08,0.781,9,4,28,68,1,93,20,97,97,86,96,80,94,"06,07,08",3,No
"Archimedes Academy for Math, Science and Technolog",6,1.7234042553191489,1.9230769230769231,8,40.815043,-73.85607,BRONX,10473,06,12,0.723,7,8,32,58,1,93,24,81,78,80,66,71,83,"06,07,08,09,10,11,12",7,No
"Archimedes Academy for Math, Science and Technolog",7,1.5696202531645569,1.9230769230769231,8,40.815043,-73.85607,BRONX,10473,06,12,0.723,7,8,32,58,1,93,24,81,78,80,66,71,83,"06,07,08,09,10,11,12",7,No
"Archimedes Academy for Math, Science and Technolog",8,1.453125,2.1839080459770117,8,40.815043,-73.85607,BRONX,10473,06,12,0.723,7,8,32,58,1,93,24,81,78,80,66,71,83,"06,07,08,09,10,11,12",7,No
Urban Institute of Mathematics,6,2.2,2.397727272727273,8,40.826794,-73.818083,BRONX,10465,06,08,0.56,3,5,15,59,21,93,25,88,87,87,82,76,87,"06,07,08",3,No
Urban Institute of Mathematics,7,2.054054054054054,2.3783783783783785,8,40.826794,-73.818083,BRONX,10465,06,08,0.56,3,5,15,59,21,93,25,88,87,87,82,76,87,"06,07,08",3,No
Urban Institute of Mathematics,8,1.8522727272727273,2.4431818181818183,8,40.826794,-73.818083,BRONX,10465,06,08,0.56,3,5,15,59,21,93,25,88,87,87,82,76,87,"06,07,08",3,No
The Bronx Mathematics Preparatory School,6,1.55,1.5333333333333334,8,40.815043,-73.85607,BRONX,10473,06,08,0.818,17,2,33,63,0,89,40,79,75,79,65,76,81,"06,07,08",3,No
The Bronx Mathematics Preparatory School,7,1.325,1.6835443037974684,8,40.815043,-73.85607,BRONX,10473,06,08,0.818,17,2,33,63,0,89,40,79,75,79,65,76,81,"06,07,08",3,No
The Bronx Mathematics Preparatory School,8,1.2278481012658229,1.6559139784946237,8,40.815043,-73.85607,BRONX,10473,06,08,0.818,17,2,33,63,0,89,40,79,75,79,65,76,81,"06,07,08",3,No
Antonia Pantoja Preparatory Academy: A College Boa,6,1.8571428571428572,2.24,8,40.821218,-73.85593,BRONX,10473,06,12,0.756,11,7,22,68,1,90,32,84,71,74,61,74,85,"06,07,08,09,10,11,12",7,No
Antonia Pantoja Preparatory Academy: A College Boa,7,1.2903225806451613,1.8666666666666667,8,40.821218,-73.85593,BRONX,10473,06,12,0.756,11,7,22,68,1,90,32,84,71,74,61,74,85,"06,07,08,09,10,11,12",7,No
Antonia Pantoja Preparatory Academy: A College Boa,8,1.4242424242424243,2.1818181818181817,8,40.821218,-73.85593,BRONX,10473,06,12,0.756,11,7,22,68,1,90,32,84,71,74,61,74,85,"06,07,08,09,10,11,12",7,No
The Hunts Point School,6,1.2941176470588236,1.4421052631578948,8,40.815827,-73.885284,BRONX,10474,06,08,0.876,27,0,21,77,1,90,35,83,74,83,73,82,86,"06,07,08",3,No
The Hunts Point School,7,1.175257731958763,1.3548387096774193,8,40.815827,-73.885284,BRONX,10474,06,08,0.876,27,0,21,77,1,90,35,83,74,83,73,82,86,"06,07,08",3,No
The Hunts Point School,8,1.3368421052631578,1.6511627906976745,8,40.815827,-73.885284,BRONX,10474,06,08,0.876,27,0,21,77,1,90,35,83,74,83,73,82,86,"06,07,08",3,No
Soundview Academy for Culture and Scholarship,6,1.8189655172413792,1.6306306306306306,8,40.822925,-73.859998,BRONX,10473,06,08,0.802,11,2,31,65,1,91,31,86,88,87,81,84,90,"06,07,08",3,No
Soundview Academy for Culture and Scholarship,7,1.794871794871795,1.9391304347826086,8,40.822925,-73.859998,BRONX,10473,06,08,0.802,11,2,31,65,1,91,31,86,88,87,81,84,90,"06,07,08",3,No
Soundview Academy for Culture and Scholarship,8,1.2467532467532467,1.954954954954955,8,40.822925,-73.859998,BRONX,10473,06,08,0.802,11,2,31,65,1,91,31,86,88,87,81,84,90,"06,07,08",3,No
Mott Hall Community School,6,1.5647058823529412,1.8095238095238095,8,40.826794,-73.818083,BRONX,10465,06,08,0.639,6,4,10,69,18,92,31,74,80,81,57,78,81,"06,07,08",3,No
Mott Hall Community School,7,1.5657894736842106,1.9610389610389611,8,40.826794,-73.818083,BRONX,10465,06,08,0.639,6,4,10,69,18,92,31,74,80,81,57,78,81,"06,07,08",3,No
Mott Hall Community School,8,1.24,1.8983050847457628,8,40.826794,-73.818083,BRONX,10465,06,08,0.639,6,4,10,69,18,92,31,74,80,81,57,78,81,"06,07,08",3,No
Blueprint Middle School,6,1.7674418604651163,1.8641975308641976,8,40.829153,-73.857882,BRONX,10472,06,08,0.796,15,23,18,56,1,92,29,93,95,80,93,79,91,"06,07,08",3,No
Blueprint Middle School,7,1.683168316831683,1.803921568627451,8,40.829153,-73.857882,BRONX,10472,06,08,0.796,15,23,18,56,1,92,29,93,95,80,93,79,91,"06,07,08",3,No
Blueprint Middle School,8,1.6344086021505377,1.9263157894736842,8,40.829153,-73.857882,BRONX,10472,06,08,0.796,15,23,18,56,1,92,29,93,95,80,93,79,91,"06,07,08",3,No
P.S./M.S. 004 Crotona Park West,3,2.257142857142857,1.9565217391304348,9,40.841758,-73.897943,BRONX,10457,0K,08,0.903,12,1,53,45,1,88,44,85,77,89,68,80,86,"0K,01,02,03,04,05,06,07,08",9,No
P.S./M.S. 004 Crotona Park West,4,2.0714285714285716,2.0,9,40.841758,-73.897943,BRONX,10457,0K,08,0.903,12,1,53,45,1,88,44,85,77,89,68,80,86,"0K,01,02,03,04,05,06,07,08",9,No
